opt1.thisRepN,opt1.thisTrialN,opt1.thisN,opt1.thisIndex,staircase_loop.thisTrialN,staircase_loop.stepSize,staircase_loop.intensity,opt2.thisRepN,opt2.thisTrialN,opt2.thisN,opt2.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,polygon.started,text_3.started,polygon.stopped,text_3.stopped,position.routineEndVal,key_resp_2.started,polygon_2.started,text_4.started,staircase_loop.response,key_resp_2.rt,polygon_3.started,polygon_3.stopped,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
0,0,0,0,9,0.005,0.36699999999999994,,,,,,,,,168.07214440000826,168.07214440000826,168.17967909999425,168.17967909999425,"(-16, -8)",168.17967909999425,168.17967909999425,168.17967909999425,0,0.009686199977295473,168.19632550000097,168.71029909999925,516420,001,0.1,2023-10-27_17h58.14.287,stimuli4,2022.2.5,145.7362668807039,
0,0,0,0,10,0.005,0.37199999999999994,,,,,,,,,168.71029909999925,168.71029909999925,168.81863299998804,168.81863299998804,"(16, -8)",168.81863299998804,168.81863299998804,168.81863299998804,0,0.12968410001485609,168.95877050000126,169.47161599999527,516420,001,0.1,2023-10-27_17h58.14.287,stimuli4,2022.2.5,145.7362668807039,
0,0,0,0,11,0.005,0.37199999999999994,,,,,,,,,169.47161599999527,169.47161599999527,169.57006040000124,169.57006040000124,"(16, -8)",169.57006040000124,169.57006040000124,169.57006040000124,0,0.08819180002319627,169.6676487000077,170.18261330001405,516420,001,0.1,2023-10-27_17h58.14.287,stimuli4,2022.2.5,145.7362668807039,
0,0,0,0,12,0.005,0.37699999999999995,,,,,,,,,170.18261330001405,170.18261330001405,170.28874690001248,170.28874690001248,"(16, 8)",170.28874690001248,170.28874690001248,170.28874690001248,0,0.10621210001409054,170.4051987999992,170.9188037000131,516420,001,0.1,2023-10-27_17h58.14.287,stimuli4,2022.2.5,145.7362668807039,
0,0,0,0,13,0.005,0.37699999999999995,,,,,,,,,170.9188037000131,170.9188037000131,171.0287052000058,171.0287052000058,"(16, -8)",171.0287052000058,171.0287052000058,171.0287052000058,1,0.11792069999501109,171.15483310000855,,516420,001,0.1,2023-10-27_17h58.14.287,stimuli4,2022.2.5,145.7362668807039,
0,0,0,0,14,0.005,0.37199999999999994,,,,,,,,,171.6750420999888,171.6750420999888,171.78143219999038,171.78143219999038,"(-16, -8)",171.78143219999038,171.78143219999038,171.78143219999038,1,0.15969559998484328,171.95219030001317,172.46767740001087,516420,001,0.1,2023-10-27_17h58.14.287,stimuli4,2022.2.5,145.7362668807039,
0,0,0,0,15,0.005,0.36699999999999994,,,,,,,,,172.46767740001087,172.46767740001087,172.57246830000076,172.57246830000076,"(-16, 8)",172.57246830000076,172.57246830000076,172.57246830000076,1,0.13000460001057945,172.7104846999864,,516420,001,0.1,2023-10-27_17h58.14.287,stimuli4,2022.2.5,145.7362668807039,
0,0,0,0,16,0.005,0.36199999999999993,,,,,,,,,173.23205739998957,173.23205739998957,173.33660740000778,173.33660740000778,"(16, 8)",173.33660740000778,173.33660740000778,173.33660740000778,0,0.1633039000153076,173.5079742000089,174.01819159998558,516420,001,0.1,2023-10-27_17h58.14.287,stimuli4,2022.2.5,145.7362668807039,
0,0,0,0,17,0.005,0.36199999999999993,,,,,,,,,174.01819159998558,174.01819159998558,174.1198801000137,174.1198801000137,"(-16, 8)",174.1198801000137,174.1198801000137,174.1198801000137,1,0.15008369999122806,174.2788725999999,174.79430519999005,516420,001,0.1,2023-10-27_17h58.14.287,stimuli4,2022.2.5,145.7362668807039,
0,0,0,0,18,0.005,0.35699999999999993,,,,,,,,,174.79430519999005,174.79430519999005,174.90063660001033,174.90063660001033,"(-16, 8)",174.90063660001033,174.90063660001033,174.90063660001033,1,0.16830209997715428,175.0769946000073,175.59132529998897,516420,001,0.1,2023-10-27_17h58.14.287,stimuli4,2022.2.5,145.7362668807039,
0,0,0,0,19,0.005,0.3519999999999999,,,,,,,,,175.59132529998897,175.59132529998897,175.6990524000139,175.6990524000139,"(16, -8)",175.6990524000139,175.6990524000139,175.6990524000139,1,0.08476389999850653,175.79275699998834,176.29268579999916,516420,001,0.1,2023-10-27_17h58.14.287,stimuli4,2022.2.5,145.7362668807039,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,516420,001,0.1,2023-10-27_17h58.14.287,stimuli4,2022.2.5,145.7362668807039,
