GA_loop.thisRepN,GA_loop.thisTrialN,GA_loop.thisN,GA_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp.started,text.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,participant,session,stimulus size,spatial freq,start contrast,step contrast,end contrast,stimulus duration,date,expName,psychopyVersion,frameRate,
,,,,,,,,7.692932500000097,7.692932500000097,space,1.5458051999999043,,914764,001,8.5,0.8,1,-0.2,0.2,1,2023-04-03_07h00.56.644,iva,2022.2.5,144.55901549598372,
,,,,,,,,,,,,1.0,,,,,,,,,,,,,
