text_2.started,key_resp.started,key_resp.keys,key_resp.rt,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
26.550746799999615,26.550746799999615,space,1.1369290000002366,934651,001,0.1,2023-08-13_01h12.47.171,stimuli4,2022.2.5,144.96157066500894,
