ga_loop.thisRepN,ga_loop.thisTrialN,ga_loop.thisN,ga_loop.thisIndex,psychometric_func.thisRepN,psychometric_func.thisTrialN,psychometric_func.thisN,psychometric_func.thisIndex,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,contrast.routineEndVal,spatial.routineEndVal,polygon.started,text_3.started,polygon.stopped,text_3.stopped,position.routineEndVal,key_resp_2.started,polygon_2.started,text_4.started,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,polygon_3.started,polygon_3.stopped,participant,session,stimulus duration,date,expName,psychopyVersion,frameRate,
9,0,9,0,0,0,0,0,,,,,0.824,2.647,34.4090106000001,34.4090106000001,34.510460100000046,34.510460100000046,"(16, 0)",34.510460100000046,34.510460100000046,34.510460100000046,k,1,0.2067088999999669,34.72568560000013,35.23565869999993,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
10,0,10,0,0,0,0,0,,,,,0.32523921762992997,2.647,35.23565869999993,35.23565869999993,35.33766420000006,35.33766420000006,"(16, 0)",35.33766420000006,35.33766420000006,35.33766420000006,k,1,0.23000749999982872,35.580617600000096,36.08920089999992,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
11,0,11,0,0,0,0,0,,,,,0.12837445228704972,2.647,36.08920089999992,36.08920089999992,36.19121390000009,36.19121390000009,"(16, 0)",36.19121390000009,36.19121390000009,36.19121390000009,k,1,0.21088880000002064,36.413303900000074,36.92256270000007,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
12,0,12,0,0,0,0,0,,,,,0.020000000000000004,2.647,36.92256270000007,36.92256270000007,37.024919700000055,37.024919700000055,"(-16, 0)",37.024919700000055,37.024919700000055,37.024919700000055,j,1,0.3265765000001011,37.36625249999997,,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
13,0,13,0,0,0,0,0,,,,,0.32523921762992997,2.647,37.88194279999993,37.88194279999993,37.98299270000007,37.98299270000007,"(16, 0)",37.98299270000007,37.98299270000007,37.98299270000007,k,1,0.1630496000000221,38.15716620000012,38.66535900000008,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
14,0,14,0,0,0,0,0,,,,,0.32523921762992997,2.647,38.66535900000008,38.66535900000008,38.76736159999996,38.76736159999996,"(-16, 0)",38.76736159999996,38.76736159999996,38.76736159999996,j,1,0.1489813000000595,38.92773269999998,39.43754039999999,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
15,0,15,0,0,0,0,0,,,,,0.020000000000000004,2.647,39.43754039999999,39.43754039999999,39.53854619999993,39.53854619999993,"(16, 0)",39.53854619999993,39.53854619999993,39.53854619999993,k,1,0.23904339999990043,39.78867390000005,40.29805970000007,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
16,0,16,0,0,0,0,0,,,,,0.05067039614746459,2.647,40.29805970000007,40.29805970000007,40.39989609999998,40.39989609999998,"(16, 0)",40.39989609999998,40.39989609999998,40.39989609999998,k,1,0.23891589999993812,40.6493832000001,41.15797459999999,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
17,0,17,0,0,0,0,0,,,,,0.020000000000000004,2.647,41.15797459999999,41.15797459999999,41.261363600000095,41.261363600000095,"(-16, 0)",41.261363600000095,41.261363600000095,41.261363600000095,j,1,0.45272549999981493,41.725637400000096,42.235108900000114,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
18,0,18,0,0,0,0,0,,,,,0.32523921762992997,2.647,42.235108900000114,42.235108900000114,42.3395587,42.3395587,"(-16, 0)",42.3395587,42.3395587,42.3395587,j,1,0.2497830999998314,42.60074929999996,43.11057750000009,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
19,0,19,0,0,0,0,0,,,,,0.12837445228704972,2.647,43.11057750000009,43.11057750000009,43.211406000000125,43.211406000000125,"(16, 0)",43.211406000000125,43.211406000000125,43.211406000000125,k,1,0.2009150999999747,43.4193679,43.92010860000005,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,223586,001,0.1,2023-08-13_03h15.32.914,stimuli3,2022.2.5,144.15100105679377,
